2026/09/11 08:02:41 ADMIN_EMAILS not set: admin portal disabled (/api/v1/admin/* returns 404)
2026/09/11 08:02:59 [ixdev/JxiLUOje8y-000031] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:34920 - 200 66B in 26.401µs
2026/09/11 08:02:59 [ixdev/JxiLUOje8y-000029] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:34912 - 200 91B in 272.382µs
2026/09/11 08:02:59 [ixdev/JxiLUOje8y-000032] "POST http://127.0.0.1:18080/api/v1/players HTTP/1.1" from 127.0.0.1:34936 - 200 346B in 2.05581ms
2026/09/11 08:02:59 [ixdev/JxiLUOje8y-000033] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:34938 - 401 47B in 176.497µs
2026/09/11 08:03:00 [ixdev/JxiLUOje8y-000035] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:34960 - 200 66B in 36.548µs
2026/09/11 08:03:00 [ixdev/JxiLUOje8y-000036] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:34964 - 200 66B in 37.966µs
2026/09/11 08:03:00 [ixdev/JxiLUOje8y-000034] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:34946 - 200 91B in 363.771µs
2026/09/11 08:03:14 [ixdev/JxiLUOje8y-000037] "POST http://127.0.0.1:18080/api/v1/players HTTP/1.1" from 127.0.0.1:60072 - 200 346B in 2.215459ms
2026/09/11 08:03:14 [ixdev/JxiLUOje8y-000038] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:60074 - 401 47B in 188.789µs
2026/09/11 08:03:15 [ixdev/JxiLUOje8y-000040] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:60110 - 200 66B in 64.941µs
2026/09/11 08:03:15 [ixdev/JxiLUOje8y-000041] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:60094 - 200 66B in 47.385µs
2026/09/11 08:03:15 [ixdev/JxiLUOje8y-000039] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:60088 - 200 91B in 378.537µs
2026/09/11 08:03:15 [ixdev/JxiLUOje8y-000042] "POST http://127.0.0.1:18080/api/v1/players HTTP/1.1" from 127.0.0.1:60120 - 200 346B in 1.974199ms
2026/09/11 08:03:15 [ixdev/JxiLUOje8y-000043] "POST http://127.0.0.1:18080/api/v1/players HTTP/1.1" from 127.0.0.1:60122 - 200 343B in 3.325767ms
2026/09/11 08:03:15 [ixdev/JxiLUOje8y-000044] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:60136 - 401 47B in 123.578µs
2026/09/11 08:03:15 [ixdev/JxiLUOje8y-000045] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:60142 - 401 47B in 273.234µs
